geoname,lntitle,geoid,lnnumber,tot_est,tot_moe,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe
Michigan,Black or African American and White,0400000US26,10,121245,4576,52675,2368,120655,4575,52115,2381
Michigan,American Indian or Alaska Native and Black or African American,0400000US26,11,11135,1306,8405,866,11095,1303,8360,863
Michigan,Remainder of Two or More Race Responses,0400000US26,12,26640,2008,16175,1287,25475,1870,15315,1230
Michigan,Hispanic or Latino,0400000US26,13,540035,73,350090,169,463615,2359,279410,2203
Minnesota,Total,0400000US27,1,5670470,0,4346905,267,5458285,4668,4161285,3653
Minnesota,Not Hispanic or Latino,0400000US27,2,5350645,46,4148085,258,5206455,4384,4025455,3408
Minnesota,American Indian or Alaska Native Alone,0400000US27,3,46650,1066,32940,827,46470,1065,32770,832
Minnesota,Asian Alone,0400000US27,4,283615,2098,205255,1294,223465,2849,152230,1998
Minnesota,Black or African American Alone,0400000US27,5,374235,3265,245225,1865,320375,3911,202830,2263
Minnesota,Native Hawaiian or Other Pacific Islander Alone,0400000US27,6,2175,402,1785,289,1735,311,1380,282
Minnesota,White Alone,0400000US27,7,4474395,22,3579150,22,4447115,1790,3554335,1537
Minnesota,American Indian or Alaska Native and White,0400000US27,8,40790,1019,27320,805,40675,1017,27255,802
Minnesota,Asian and White,0400000US27,9,42075,1988,17895,1243,41160,1826,17310,1176
Minnesota,Black or African American and White,0400000US27,10,64420,2743,26445,1390,63780,2755,25835,1406
Minnesota,American Indian or Alaska Native and Black or African American,0400000US27,11,4040,778,2380,519,3970,762,2310,513
Minnesota,Remainder of Two or More Race Responses,0400000US27,12,18255,1766,9690,986,17710,1716,9200,936
Minnesota,Hispanic or Latino,0400000US27,13,319830,41,198820,86,251835,2007,135830,1824
Mississippi,Total,0400000US28,1,2967025,0,2260970,483,2927765,1985,2225555,1744
Mississippi,Not Hispanic or Latino,0400000US28,2,2871380,1417,2199255,1229,2853910,1967,2183275,1738
Mississippi,American Indian or Alaska Native Alone,0400000US28,3,11805,471,8605,448,11745,474,8555,446
Mississippi,Asian Alone,0400000US28,4,29030,992,22895,726,20705,992,15325,738
Mississippi,Black or African American Alone,0400000US28,5,1112255,2788,818490,1863,1109575,2867,816145,2028
Mississippi,Native Hawaiian or Other Pacific Islander Alone,0400000US28,6,995,413,825,339,955,414,785,340
Mississippi,White Alone,0400000US28,7,1670185,6,1322910,134,1664290,916,1317375,883
Mississippi,American Indian or Alaska Native and White,0400000US28,8,10525,869,8010,645,10525,870,8005,648
Mississippi,Asian and White,0400000US28,9,7075,915,3955,612,6920,909,3805,605
Mississippi,Black or African American and White,0400000US28,10,21670,1789,8775,1015,21435,1783,8570,994
Mississippi,American Indian or Alaska Native and Black or African American,0400000US28,11,2170,485,1615,399,2170,485,1615,399
Mississippi,Remainder of Two or More Race Responses,0400000US28,12,5670,840,3180,499,5585,835,3095,490
Mississippi,Hispanic or Latino,0400000US28,13,95645,1418,61710,1286,73855,1774,42275,1586
Missouri,Total,0400000US29,1,6141535,0,4749160,709,6015300,3852,4635935,3369
Missouri,Not Hispanic or Latino,0400000US29,2,5869970,230,4576005,599,5787250,3369,4502595,2958
Missouri,American Indian or Alaska Native Alone,0400000US29,3,15385,829,12810,652,15305,827,12740,651
Missouri,Asian Alone,0400000US29,4,123295,1786,98455,1217,82555,1971,61720,1644
Missouri,Black or African American Alone,0400000US29,5,694750,3054,513570,1665,681325,3336,502535,1883
Missouri,Native Hawaiian or Other Pacific Islander Alone,0400000US29,6,7870,548,5360,397,5670,526,3540,423
Missouri,White Alone,0400000US29,7,4856780,83,3852450,48,4832080,2128,3830130,1850
Missouri,American Indian or Alaska Native and White,0400000US29,8,48325,927,36945,771,48245,916,36880,761
Missouri,Asian and White,0400000US29,9,32015,1735,15860,1029,30885,1676,14840,981
Missouri,Black or African American and White,0400000US29,10,69480,2883,26700,1457,69300,2862,26520,1443
Missouri,American Indian or Alaska Native and Black or African American,0400000US29,11,5345,807,4175,580,5340,807,4170,581
Missouri,Remainder of Two or More Race Responses,0400000US29,12,16730,1668,9680,995,16550,1657,9520,967
Missouri,Hispanic or Latino,0400000US29,13,271565,232,173150,430,228050,1815,133335,1532
Montana,Total,0400000US30,1,1077980,0,845165,306,1067750,817,835505,841
Montana,Not Hispanic or Latino,0400000US30,2,1034100,144,816340,320,1026230,723,808695,768
Montana,American Indian or Alaska Native Alone,0400000US30,3,63070,1141,41025,675,62965,1107,40920,656
Montana,Asian Alone,0400000US30,4,8865,538,7560,448,6355,548,5140,430
Montana,Black or African American Alone,0400000US30,5,5445,413,4155,332,5095,394,3825,327
Montana,Native Hawaiian or Other Pacific Islander Alone,0400000US30,6,595,137,540,119,520,100,470,85
Montana,White Alone,0400000US30,7,924860,81,743535,163,920350,557,739110,573
Montana,American Indian or Alaska Native and White,0400000US30,8,18615,1149,13100,721,18600,1149,13090,715
Montana,Asian and White,0400000US30,9,5515,505,2965,409,5405,491,2865,397
Montana,Black or African American and White,0400000US30,10,3720,396,1655,249,3670,392,1610,243
Montana,American Indian or Alaska Native and Black or African American,0400000US30,11,650,267,230,107,645,268,230,107
Montana,Remainder of Two or More Race Responses,0400000US30,12,2765,360,1580,242,2625,352,1440,229
Montana,Hispanic or Latino,0400000US30,13,43875,144,28820,179,41525,423,26810,353
Nebraska,Total,0400000US31,1,1951480,0,1465570,352,1866400,2625,1391770,2184
Nebraska,Not Hispanic or Latino,0400000US31,2,1726785,155,1329970,291,1691300,1935,1300350,1500
Nebraska,American Indian or Alaska Native Alone,0400000US31,3,13060,660,8575,447,13045,657,8560,446
Nebraska,Asian Alone,0400000US31,4,47650,965,35970,649,29465,1207,20775,970
Nebraska,Black or African American Alone,0400000US31,5,91745,1648,64585,853,83170,1836,57640,1083
Nebraska,Native Hawaiian or Other Pacific Islander Alone,0400000US31,6,980,193,860,191,935,188,815,184
Nebraska,White Alone,0400000US31,7,1524240,35,1195760,38,1516735,859,1189280,768
Nebraska,American Indian or Alaska Native and White,0400000US31,8,11345,587,7635,413,11320,588,7605,418
Nebraska,Asian and White,0400000US31,9,11305,812,5920,568,10555,728,5300,496
Nebraska,Black or African American and White,0400000US31,10,19405,1482,6620,782,19245,1470,6470,763
Nebraska,American Indian or Alaska Native and Black or African American,0400000US31,11,1195,351,805,255,1195,351,805,255
Nebraska,Remainder of Two or More Race Responses,0400000US31,12,5860,741,3245,449,5640,689,3090,424
Nebraska,Hispanic or Latino,0400000US31,13,224695,160,135600,185,175095,1762,91425,1499
Nevada,Total,0400000US32,1,3059240,0,2365210,357,2776745,5416,2099145,5048
Nevada,Not Hispanic or Latino,0400000US32,2,2161825,0,1753345,359,2070225,3222,1668540,2921
Nevada,American Indian or Alaska Native Alone,0400000US32,3,23535,827,18535,666,23345,802,18360,641
Nevada,Asian Alone,0400000US32,4,251920,2640,212045,1632,201115,2613,165245,2209
Nevada,Black or African American Alone,0400000US32,5,276730,2535,207790,1528,268555,2491,200520,1563
Nevada,Native Hawaiian or Other Pacific Islander Alone,0400000US32,6,20005,668,15075,407,18740,717,13945,442
Nevada,White Alone,0400000US32,7,1465745,5,1229240,11,1437215,1759,1202115,1663
Nevada,American Indian or Alaska Native and White,0400000US32,8,16030,758,12515,604,15920,745,12445,602
Nevada,Asian and White,0400000US32,9,39205,2189,21185,1291,37675,2077,19900,1226
Nevada,Black or African American and White,0400000US32,10,33955,2370,15285,1326,33595,2404,14950,1363
Nevada,American Indian or Alaska Native and Black or African American,0400000US32,11,3170,602,2615,476,3160,600,2600,477
Nevada,Remainder of Two or More Race Responses,0400000US32,12,31525,2608,19060,1682,30905,2556,18455,1641
Nevada,Hispanic or Latino,0400000US32,13,897415,0,611860,0,706520,4137,430610,3951
New Hampshire,Total,0400000US33,1,1372175,0,1111560,167,1336870,2026,1079640,1795
New Hampshire,Not Hispanic or Latino,0400000US33,2,1316260,0,1073325,172,1287925,1669,1047710,1434
New Hampshire,American Indian or Alaska Native Alone,0400000US33,3,1465,250,1245,217,1430,245,1215,214
New Hampshire,Asian Alone,0400000US33,4,36610,928,29280,701,24675,1125,18590,939
New Hampshire,Black or African American Alone,0400000US33,5,19315,909,14430,611,16185,925,11825,583
New Hampshire,Native Hawaiian or Other Pacific Islander Alone,0400000US33,6,400,177,335,135,395,177,330,134
New Hampshire,White Alone,0400000US33,7,1230515,28,1011160,28,1217905,1100,999500,946
New Hampshire,American Indian or Alaska Native and White,0400000US33,8,7660,254,6265,242,7575,278,6180,268
New Hampshire,Asian and White,0400000US33,9,10040,918,5200,654,9785,901,4945,660
New Hampshire,Black or African American and White,0400000US33,10,7630,880,3675,540,7425,828,3470,498
New Hampshire,American Indian or Alaska Native and Black or African American,0400000US33,11,190,98,185,97,190,98,185,97
New Hampshire,Remainder of Two or More Race Responses,0400000US33,12,2435,458,1550,355,2360,459,1480,351
New Hampshire,Hispanic or Latino,0400000US33,13,55915,0,38235,30,48945,781,31930,686
New Jersey,Total,0400000US34,1,9234025,0,7193580,364,8331805,10984,6384665,9025
New Jersey,Not Hispanic or Latino,0400000US34,2,7309520,0,5823100,363,6818960,6873,5385570,5608
New Jersey,American Indian or Alaska Native Alone,0400000US34,3,9025,749,6450,534,8775,768,6250,540
New Jersey,Asian Alone,0400000US34,4,905925,2667,707140,1675,645360,5256,473705,4500
New Jersey,Black or African American Alone,0400000US34,5,1181395,3193,914640,2264,1098375,4403,843120,3403
New Jersey,Native Hawaiian or Other Pacific Islander Alone,0400000US34,6,2490,535,1910,268,2250,516,1735,275
New Jersey,White Alone,0400000US34,7,5033410,31,4097755,31,4891970,4580,3969695,4047
New Jersey,American Indian or Alaska Native and White,0400000US34,8,16095,747,12505,593,16065,744,12475,586
New Jersey,Asian and White,0400000US34,9,61105,2416,26910,1596,58530,2271,24905,1507
New Jersey,Black or African American and White,0400000US34,10,67000,3071,33975,2030,65855,3045,32955,1994
New Jersey,American Indian or Alaska Native and Black or African American,0400000US34,11,6615,841,5285,690,6560,836,5230,680
New Jersey,Remainder of Two or More Race Responses,0400000US34,12,26460,1976,16520,1413,25220,1979,15505,1367
New Jersey,Hispanic or Latino,0400000US34,13,1924505,0,1370485,0,1512845,7647,999100,6465
New Mexico,Total,0400000US35,1,2109365,0,1624040,405,1999940,3856,1522110,3662
New Mexico,Not Hispanic or Latino,0400000US35,2,1062955,0,876275,405,1041275,1704,857430,1599
New Mexico,American Indian or Alaska Native Alone,0400000US35,3,180670,1817,134400,1172,180650,1818,134385,1173
New Mexico,Asian Alone,0400000US35,4,31770,922,25690,686,21735,1184,16815,965
New Mexico,Black or African American Alone,0400000US35,5,38550,848,31190,614,35010,931,28775,736
New Mexico,Native Hawaiian or Other Pacific Islander Alone,0400000US35,6,1215,255,1015,227,1105,264,935,241
New Mexico,White Alone,0400000US35,7,770720,8,659200,15,763230,1096,652170,1023
New Mexico,American Indian or Alaska Native and White,0400000US35,8,15565,1624,11125,1063,15555,1628,11115,1068
New Mexico,Asian and White,0400000US35,9,8920,850,5585,658,8675,824,5340,628
New Mexico,Black or African American and White,0400000US35,10,9160,827,4310,538,9085,823,4235,543
New Mexico,American Indian or Alaska Native and Black or African American,0400000US35,11,2125,548,1010,362,2125,548,1010,362
New Mexico,Remainder of Two or More Race Responses,0400000US35,12,4255,655,2750,452,4100,655,2650,452
New Mexico,Hispanic or Latino,0400000US35,13,1046410,0,747765,0,958665,3466,664680,3372
New York,Total,0400000US36,1,20114745,0,15897350,438,18252640,17601,14182045,15720
New York,Not Hispanic or Latino,0400000US36,2,16242990,0,13061660,408,15129810,10967,12036180,9808
New York,American Indian or Alaska Native Alone,0400000US36,3,43340,1448,32865,1198,41240,1428,30990,1215
New York,Asian Alone,0400000US36,4,1769835,4546,1421655,3134,1272910,7355,962035,6531
New York,Black or African American Alone,0400000US36,5,2880980,5665,2260610,3845,2628930,8142,2031325,6744
New York,Native Hawaiian or Other Pacific Islander Alone,0400000US36,6,8670,615,7085,493,7120,661,5595,546
New York,White Alone,0400000US36,7,11114340,30,9091210,30,10780985,6409,8780715,5488
New York,American Indian or Alaska Native and White,0400000US36,8,49270,1474,37610,1223,48880,1454,37215,1214
New York,Asian and White,0400000US36,9,136715,4169,71430,2810,120730,3891,59100,2546
New York,Black or African American and White,0400000US36,10,157890,4952,80420,2860,153080,4684,75980,2691
New York,American Indian or Alaska Native and Black or African American,0400000US36,11,17905,1736,14855,1498,17575,1735,14530,1503
New York,Remainder of Two or More Race Responses,0400000US36,12,64045,3229,43925,2462,58365,3033,38690,2320
New York,Hispanic or Latino,0400000US36,13,3871755,0,2835690,222,3122835,11182,2145865,9868
North Carolina,Total,0400000US37,1,10367020,0,8064705,665,9869915,6816,7615600,5860
North Carolina,Not Hispanic or Latino,0400000US37,2,9350290,155,7436135,593,9144155,4824,7254640,4015
North Carolina,American Indian or Alaska Native Alone,0400000US37,3,99535,1246,76515,981,99265,1230,76255,962
North Carolina,Asian Alone,0400000US37,4,315280,2144,240565,1429,212515,3308,150140,2571
North Carolina,Black or African American Alone,0400000US37,5,2174685,5366,1673445,2799,2138700,6215,1642750,4055
North Carolina,Native Hawaiian or Other Pacific Islander Alone,0400000US37,6,6140,523,4620,450,5550,531,4085,451
North Carolina,White Alone,0400000US37,7,6478505,31,5293535,7,6417180,2978,5238105,2545
North Carolina,American Indian or Alaska Native and White,0400000US37,8,53350,1266,40490,960,53265,1266,40405,966
North Carolina,Asian and White,0400000US37,9,48325,2132,23995,1358,45585,2035,21845,1264
North Carolina,Black or African American and White,0400000US37,10,117000,4846,46835,2284,116335,4849,46240,2268
North Carolina,American Indian or Alaska Native and Black or African American,0400000US37,11,18420,1803,12785,1253,18410,1806,12775,1256
North Carolina,Remainder of Two or More Race Responses,0400000US37,12,39045,2266,23345,1428,37350,2229,22040,1430
North Carolina,Hispanic or Latino,0400000US37,13,1016730,156,628570,254,725760,4876,360960,4479
North Dakota,Total,0400000US38,1,773345,0,588885,314,753485,1304,571025,1106
North Dakota,Not Hispanic or Latino,0400000US38,2,741420,96,569480,260,724055,1173,553980,997
North Dakota,American Indian or Alaska Native Alone,0400000US38,3,37030,880,23670,658,36965,881,23640,655
North Dakota,Asian Alone,0400000US38,4,12165,568,9680,419,5630,603,3855,494
North Dakota,Black or African American Alone,0400000US38,5,23915,792,16475,456,17290,1023,10755,752
North Dakota,Native Hawaiian or Other Pacific Islander Alone,0400000US38,6,1180,512,985,390,1105,500,910,373
North Dakota,White Alone,0400000US38,7,647105,3,508440,25,643315,553,504840,540
North Dakota,American Indian or Alaska Native and White,0400000US38,8,10530,776,6305,614,10530,776,6305,614
North Dakota,Asian and White,0400000US38,9,3645,475,1630,350,3515,471,1500,324
North Dakota,Black or African American and White,0400000US38,10,3810,629,1395,310,3745,628,1330,307
North Dakota,American Indian or Alaska Native and Black or African American,0400000US38,11,355,177,200,151,355,177,200,151
North Dakota,Remainder of Two or More Race Responses,0400000US38,12,1685,398,695,216,1605,396,650,207
North Dakota,Hispanic or Latino,0400000US38,13,31925,97,19410,197,29430,462,17045,408
Ohio,Total,0400000US39,1,11769925,0,9139935,486,11508445,5461,8909365,4460
Ohio,Not Hispanic or Latino,0400000US39,2,11289575,248,8832325,441,11090540,4471,8657695,3712
Ohio,American Indian or Alaska Native Alone,0400000US39,3,11425,725,9660,588,11335,727,9570,585
Ohio,Asian Alone,0400000US39,4,277600,2920,216385,1795,176250,3297,126210,2500
Ohio,Black or African American Alone,0400000US39,5,1444410,5111,1067890,3263,1404670,5185,1035020,3861
Ohio,Native Hawaiian or Other Pacific Islander Alone,0400000US39,6,3500,446,2540,295,3015,426,2125,310
Ohio,White Alone,0400000US39,7,9213750,164,7360035,156,9161025,2536,7312495,2240
Ohio,American Indian or Alaska Native and White,0400000US39,8,52120,731,41615,617,52050,739,41540,624
Ohio,Asian and White,0400000US39,9,57900,2745,29530,1588,54425,2694,26920,1575
Ohio,Black or African American and White,0400000US39,10,184040,4826,75445,2944,183230,4731,74845,2899
Ohio,American Indian or Alaska Native and Black or African American,0400000US39,11,11575,1393,9370,1086,11565,1396,9365,1090
Ohio,Remainder of Two or More Race Responses,0400000US39,12,33255,2060,19860,1213,32980,2041,19605,1202
Ohio,Hispanic or Latino,0400000US39,13,480345,246,307610,300,417905,2281,251670,2030
Oklahoma,Total,0400000US40,1,3948135,0,2987065,430,3801925,3280,2852280,2899
Oklahoma,Not Hispanic or Latino,0400000US40,2,3504220,0,2717445,433,3453950,2420,2671810,2157
Oklahoma,American Indian or Alaska Native Alone,0400000US40,3,286115,2657,204690,1890,285895,2653,204475,1903
Oklahoma,Asian Alone,0400000US40,4,88170,1326,68570,869,63085,1605,46270,1242
Oklahoma,Black or African American Alone,0400000US40,5,280190,2646,208860,1479,274245,2697,203420,1638
Oklahoma,Native Hawaiian or Other Pacific Islander Alone,0400000US40,6,6195,340,4805,422,3390,710,2180,709
Oklahoma,White Alone,0400000US40,7,2550810,33,2052415,33,2535945,1434,2038560,1341
Oklahoma,American Indian or Alaska Native and White,0400000US40,8,190940,2524,127790,1725,190860,2536,127730,1730
Oklahoma,Asian and White,0400000US40,9,18995,1147,10340,704,18295,1089,9745,694
Oklahoma,Black or African American and White,0400000US40,10,44285,2046,17900,1110,43920,2028,17550,1095
Oklahoma,American Indian or Alaska Native and Black or African American,0400000US40,11,16775,1271,10750,838,16775,1271,10750,838
Oklahoma,Remainder of Two or More Race Responses,0400000US40,12,21750,1509,11320,902,21545,1503,11125,902
Oklahoma,Hispanic or Latino,0400000US40,13,443915,0,269625,47,347975,2134,180470,1866
Oregon,Total,0400000US41,1,4207175,0,3333690,359,3992975,4789,3135105,4125
Oregon,Not Hispanic or Latino,0400000US41,2,3636665,0,2960490,361,3537545,3440,2870865,2815
Oregon,American Indian or Alaska Native Alone,0400000US41,3,33185,1389,25580,999,33075,1388,25475,991
Oregon,Asian Alone,0400000US41,4,185790,2183,152035,1771,136105,2428,106745,2102
Oregon,Black or African American Alone,0400000US41,5,75540,2076,57250,1236,69305,2107,51980,1350
Oregon,Native Hawaiian or Other Pacific Islander Alone,0400000US41,6,16780,647,12645,506,13045,756,9255,681
Oregon,White Alone,0400000US41,7,3152305,30,2601435,2,3115490,2105,2568225,1719
Oregon,American Indian or Alaska Native and White,0400000US41,8,58470,1493,46000,1081,58145,1474,45675,1059
Oregon,Asian and White,0400000US41,9,53830,1887,30680,1358,52715,1867,29715,1334
Oregon,Black or African American and White,0400000US41,10,33820,1910,17425,1150,33210,1873,16840,1113
Oregon,American Indian or Alaska Native and Black or African American,0400000US41,11,1050,322,930,294,1050,322,930,294
Oregon,Remainder of Two or More Race Responses,0400000US41,12,25900,1911,16500,1263,25410,1889,16030,1252
Oregon,Hispanic or Latino,0400000US41,13,570510,0,373200,66,455430,4007,264240,3477
Pennsylvania,Total,0400000US42,1,12970650,0,10266170,276,12551770,6773,9893010,5669
Pennsylvania,Not Hispanic or Latino,0400000US42,2,11947595,119,9593595,286,11657940,4891,9334995,4143
Pennsylvania,American Indian or Alaska Native Alone,0400000US42,3,10025,700,8090,542,9765,701,7835,549
Pennsylvania,Asian Alone,0400000US42,4,462275,2982,363095,1926,319690,3629,235160,2741
Pennsylvania,Black or African American Alone,0400000US42,5,1373485,4524,1035695,3161,1322360,5683,990995,4096
Pennsylvania,Native Hawaiian or Other Pacific Islander Alone,0400000US42,6,3045,422,2570,397,2730,403,2275,387
Pennsylvania,White Alone,0400000US42,7,9807875,27,8029680,16,9719540,3122,7950540,2733
Pennsylvania,American Indian or Alaska Native and White,0400000US42,8,35440,737,27515,591,35345,726,27420,582
Pennsylvania,Asian and White,0400000US42,9,65425,2956,31915,1873,61775,2679,28795,1569
Pennsylvania,Black or African American and White,0400000US42,10,143825,4230,64760,2542,142485,4260,63495,2557
Pennsylvania,American Indian or Alaska Native and Black or African American,0400000US42,11,11125,1345,8385,1024,10990,1307,8250,975
Pennsylvania,Remainder of Two or More Race Responses,0400000US42,12,35075,2293,21890,1470,33255,2332,20225,1507
Pennsylvania,Hispanic or Latino,0400000US42,13,1023055,120,672575,120,893830,4437,558015,3823
Rhode Island,Total,0400000US44,1,1091950,0,879285,85,1024310,3178,819450,2496
Rhode Island,Not Hispanic or Latino,0400000US44,2,913275,0,757610,86,880215,2211,727605,1846
Rhode Island,American Indian or Alaska Native Alone,0400000US44,3,3215,456,2375,328,3210,458,2365,327
Rhode Island,Asian Alone,0400000US44,4,37890,812,30205,588,25730,1073,19465,862
Rhode Island,Black or African American Alone,0400000US44,5,66125,1613,50030,991,58775,1820,43655,1256
Rhode Island,Native Hawaiian or Other Pacific Islander Alone,0400000US44,6,600,144,400,99,525,165,325,86
Rhode Island,White Alone,0400000US44,7,779645,33,658925,33,766690,1343,646500,1249
Rhode Island,American Indian or Alaska Native and White,0400000US44,8,4350,455,3465,331,4340,459,3455,334
Rhode Island,Asian and White,0400000US44,9,6660,806,3670,574,6400,787,3525,563
Rhode Island,Black or African American and White,0400000US44,10,10895,1368,5630,806,10725,1350,5460,795
Rhode Island,American Indian or Alaska Native and Black or African American,0400000US44,11,1190,342,1090,314,1190,342,1090,314
Rhode Island,Remainder of Two or More Race Responses,0400000US44,12,2710,537,1820,421,2625,531,1755,421
Rhode Island,Hispanic or Latino,0400000US44,13,178675,0,121675,0,144095,2624,91845,2178
South Carolina,Total,0400000US45,1,5078905,0,3969100,408,4931350,3592,3836605,3235
South Carolina,Not Hispanic or Latino,0400000US45,2,4772675,55,3772890,250,4708845,3050,3716535,2550
South Carolina,American Indian or Alaska Native Alone,0400000US45,3,11505,753,9650,553,11495,752,9640,551
South Carolina,Asian Alone,0400000US45,4,84190,1498,66285,981,59235,1830,43930,1367
South Carolina,Black or African American Alone,0400000US45,5,1324800,3591,1007265,2051,1315900,3852,999900,2344
South Carolina,Native Hawaiian or Other Pacific Islander Alone,0400000US45,6,4340,945,2720,521,3325,766,1965,422
South Carolina,White Alone,0400000US45,7,3226820,32,2623245,32,3199075,2268,2598500,1850
South Carolina,American Indian or Alaska Native and White,0400000US45,8,23205,829,18460,656,23170,829,18420,653
South Carolina,Asian and White,0400000US45,9,20690,1399,11770,860,19965,1337,11105,823
South Carolina,Black or African American and White,0400000US45,10,59500,3350,21715,1823,59325,3321,21540,1807
South Carolina,American Indian or Alaska Native and Black or African American,0400000US45,11,5310,895,4055,609,5300,895,4050,610
South Carolina,Remainder of Two or More Race Responses,0400000US45,12,12320,1373,7730,927,12060,1339,7490,900
South Carolina,Hispanic or Latino,0400000US45,13,306230,56,196210,344,222510,2598,120070,2419
South Dakota,Total,0400000US46,1,881785,0,663085,404,861895,1668,645570,1445
South Dakota,Not Hispanic or Latino,0400000US46,2,844165,252,641410,377,830210,1444,629130,1201
South Dakota,American Indian or Alaska Native Alone,0400000US46,3,70405,1219,43705,790,70385,1215,43685,789
South Dakota,Asian Alone,0400000US46,4,12450,616,9475,475,7375,652,4830,542
South Dakota,Black or African American Alone,0400000US46,5,18770,779,12380,503,13705,971,8125,698
South Dakota,Native Hawaiian or Other Pacific Islander Alone,0400000US46,6,730,341,585,269,445,224,380,207
South Dakota,White Alone,0400000US46,7,716680,30,562150,24,713535,705,559345,587
South Dakota,American Indian or Alaska Native and White,0400000US46,8,14530,1076,8600,716,14530,1076,8600,716
South Dakota,Asian and White,0400000US46,9,3240,494,1570,297,3030,509,1360,282
South Dakota,Black or African American and White,0400000US46,10,4695,689,1770,326,4645,687,1720,322
South Dakota,American Indian or Alaska Native and Black or African American,0400000US46,11,685,256,230,106,685,256,230,106
South Dakota,Remainder of Two or More Race Responses,0400000US46,12,1975,468,950,252,1880,444,855,234
South Dakota,Hispanic or Latino,0400000US46,13,37620,252,21680,276,31685,632,16440,549
Tennessee,Total,0400000US47,1,6859495,0,5325255,693,6645895,4908,5138920,3920
Tennessee,Not Hispanic or Latino,0400000US47,2,6463530,355,5084730,650,6369000,3821,5002920,2934
Tennessee,American Indian or Alaska Native Alone,0400000US47,3,10520,773,9010,676,10440,762,8955,671
Tennessee,Asian Alone,0400000US47,4,125660,1895,97730,1213,84365,2025,61320,1548
Tennessee,Black or African American Alone,0400000US47,5,1129435,2952,845090,1993,1113000,3622,831260,2507
Tennessee,Native Hawaiian or Other Pacific Islander Alone,0400000US47,6,3555,731,2715,557,3120,625,2280,463
Tennessee,White Alone,0400000US47,7,5037090,432,4044045,348,5002995,2838,4014820,2193
Tennessee,American Indian or Alaska Native and White,0400000US47,8,39105,901,31630,779,39085,903,31610,781
Tennessee,Asian and White,0400000US47,9,26625,1766,14335,1095,25230,1621,13115,1011
Tennessee,Black or African American and White,0400000US47,10,72095,2792,27715,1653,71760,2817,27420,1670
Tennessee,American Indian or Alaska Native and Black or African American,0400000US47,11,4330,706,3520,562,4285,691,3470,552
Tennessee,Remainder of Two or More Race Responses,0400000US47,12,15110,1510,8940,916,14730,1514,8675,915
Tennessee,Hispanic or Latino,0400000US47,13,395965,355,240525,438,276895,3277,136000,2693
Texas,Total,0400000US48,1,28862580,0,21416405,959,25909660,24752,18729815,22057
Texas,Not Hispanic or Latino,0400000US48,2,17382650,0,13602645,917,16575555,9909,12906330,8394
Texas,American Indian or Alaska Native Alone,0400000US48,3,56435,1657,45160,1389,55885,1654,44665,1389
Texas,Asian Alone,0400000US48,4,1445355,5205,1113595,3239,1006610,7195,727235,5589
Texas,Black or African American Alone,0400000US48,5,3427550,9276,2561360,5139,3284790,10182,2443870,6032
Texas,Native Hawaiian or Other Pacific Islander Alone,0400000US48,6,21650,1070,17400,850,18605,1111,14605,875
Texas,White Alone,0400000US48,7,11854865,793,9539125,753,11649435,6098,9362645,4803
Texas,American Indian or Alaska Native and White,0400000US48,8,126960,1918,101660,1754,126330,1886,101080,1730
Texas,Asian and White,0400000US48,9,146410,4895,75895,2988,136665,4177,68905,2689
Texas,Black or African American and White,0400000US48,10,202665,7508,84915,3985,200270,7320,82975,3813
Texas,American Indian or Alaska Native and Black or African American,0400000US48,11,20485,1594,16165,1202,20415,1584,16095,1194
Texas,Remainder of Two or More Race Responses,0400000US48,12,80285,4223,47370,2412,76555,4003,44245,2296
Texas,Hispanic or Latino,0400000US48,13,11479930,0,7813760,270,9334105,22857,5823485,20382
Utah,Total,0400000US49,1,3231370,0,2285305,311,3074965,4229,2143415,3533
Utah,Not Hispanic or Latino,0400000US49,2,2765540,139,1989420,329,2709130,2723,1940265,2222
Utah,American Indian or Alaska Native Alone,0400000US49,3,26355,927,19500,705,26225,920,19365,700
Utah,Asian Alone,0400000US49,4,74555,1664,60365,1103,50170,1454,38940,1122
Utah,Black or African American Alone,0400000US49,5,36340,1223,24540,775,31065,1351,20265,906
Utah,Native Hawaiian or Other Pacific Islander Alone,0400000US49,6,28600,1246,19920,673,24855,1404,16705,794
Utah,White Alone,0400000US49,7,2515660,46,1820275,28,2494525,1644,1801500,1419
Utah,American Indian or Alaska Native and White,0400000US49,8,16260,905,11060,628,16185,903,10995,628
Utah,Asian and White,0400000US49,9,29585,1493,15520,933,28870,1491,15025,926
Utah,Black or African American and White,0400000US49,10,14700,1161,6710,779,14350,1143,6455,775
Utah,American Indian or Alaska Native and Black or African American,0400000US49,11,755,244,395,157,705,236,345,134
Utah,Remainder of Two or More Race Responses,0400000US49,12,22720,1689,11130,914,22180,1665,10665,892
Utah,Hispanic or Latino,0400000US49,13,465830,139,295890,128,365835,3274,203155,2951
Vermont,Total,0400000US50,1,641635,0,522750,137,629775,887,512070,773
Vermont,Not Hispanic or Latino,0400000US50,2,628270,0,512845,123,617365,878,503080,757
Vermont,American Indian or Alaska Native Alone,0400000US50,3,1155,220,960,176,1135,221,945,177
Vermont,Asian Alone,0400000US50,4,10655,750,8585,535,6765,656,5260,500
Vermont,Black or African American Alone,0400000US50,5,8015,416,5955,315,6835,490,4985,401
