geoname,lntitle,geoid,lnnumber,tot_est,tot_moe,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe
Michigan,Black or African American and White,0400000US26,10,111920,4436,48060,2586,111385,4388,47550,2523
Michigan,American Indian or Alaska Native and Black or African American,0400000US26,11,11595,1293,8705,962,11520,1291,8635,954
Michigan,Remainder of Two or More Race Responses,0400000US26,12,25550,1784,15050,1201,24415,1740,14245,1182
Michigan,Hispanic or Latino,0400000US26,13,521205,91,336105,129,443825,2571,264865,2268
Minnesota,Total,0400000US27,1,5600165,0,4300880,280,5386645,4888,4113450,4098
Minnesota,Not Hispanic or Latino,0400000US27,2,5292490,35,4110200,265,5148820,4000,3987545,3285
Minnesota,American Indian or Alaska Native Alone,0400000US27,3,48605,1007,34255,740,48360,1025,34025,752
Minnesota,Asian Alone,0400000US27,4,275460,1813,199630,989,213635,2589,145195,1759
Minnesota,Black or African American Alone,0400000US27,5,357150,3176,234360,1864,306945,3706,194620,2520
Minnesota,Native Hawaiian or Other Pacific Islander Alone,0400000US27,6,2025,433,1670,243,1670,335,1330,225
Minnesota,White Alone,0400000US27,7,4447030,55,3561345,33,4418185,1910,3535080,1623
Minnesota,American Indian or Alaska Native and White,0400000US27,8,36945,1001,24835,714,36850,1005,24785,717
Minnesota,Asian and White,0400000US27,9,41510,1769,17510,977,40580,1811,16960,989
Minnesota,Black or African American and White,0400000US27,10,62270,2622,25550,1440,61820,2621,25130,1443
Minnesota,American Indian or Alaska Native and Black or African American,0400000US27,11,3890,658,2060,490,3815,643,1985,477
Minnesota,Remainder of Two or More Race Responses,0400000US27,12,17605,1759,8995,997,16955,1671,8440,900
Minnesota,Hispanic or Latino,0400000US27,13,307675,49,190680,130,237830,2095,125905,1944
Mississippi,Total,0400000US28,1,2981835,0,2274615,652,2941635,2050,2238135,1805
Mississippi,Not Hispanic or Latino,0400000US28,2,2887495,541,2213455,537,2869105,1751,2196465,1659
Mississippi,American Indian or Alaska Native Alone,0400000US28,3,12895,497,9490,460,12840,504,9440,466
Mississippi,Asian Alone,0400000US28,4,29795,1126,23670,885,20280,1022,14915,879
Mississippi,Black or African American Alone,0400000US28,5,1120730,2103,822530,1365,1118615,2086,820640,1398
Mississippi,Native Hawaiian or Other Pacific Islander Alone,0400000US28,6,1090,422,935,341,1060,420,905,338
Mississippi,White Alone,0400000US28,7,1685850,32,1337320,98,1679830,1028,1331690,1008
Mississippi,American Indian or Alaska Native and White,0400000US28,8,6955,503,5430,455,6955,503,5425,460
Mississippi,Asian and White,0400000US28,9,6080,834,3270,575,5915,796,3100,522
Mississippi,Black or African American and White,0400000US28,10,18830,1584,7285,1064,18510,1668,6985,1033
Mississippi,American Indian or Alaska Native and Black or African American,0400000US28,11,1500,387,1200,328,1500,387,1200,328
Mississippi,Remainder of Two or More Race Responses,0400000US28,12,3770,688,2325,422,3605,650,2160,379
Mississippi,Hispanic or Latino,0400000US28,13,94340,540,61160,633,72530,1285,41670,1021
Missouri,Total,0400000US29,1,6124160,0,4744735,876,5996705,3862,4630115,3422
Missouri,Not Hispanic or Latino,0400000US29,2,5861485,282,4577835,763,5776755,3273,4502560,2795
Missouri,American Indian or Alaska Native Alone,0400000US29,3,20760,1143,16740,1000,20705,1135,16695,997
Missouri,Asian Alone,0400000US29,4,123225,1944,98245,1313,81385,2094,60420,1574
Missouri,Black or African American Alone,0400000US29,5,697275,3518,516565,1977,684820,3786,506190,2334
Missouri,Native Hawaiian or Other Pacific Islander Alone,0400000US29,6,7885,549,5200,361,5830,511,3410,375
Missouri,White Alone,0400000US29,7,4859115,59,3860185,27,4832500,1803,3836440,1633
Missouri,American Indian or Alaska Native and White,0400000US29,8,40705,1169,31480,1119,40645,1163,31435,1113
Missouri,Asian and White,0400000US29,9,28720,1946,14100,1253,27435,1856,12990,1130
Missouri,Black or African American and White,0400000US29,10,65095,3101,23735,1589,64905,3115,23540,1601
Missouri,American Indian or Alaska Native and Black or African American,0400000US29,11,4135,747,3135,477,4135,747,3135,477
Missouri,Remainder of Two or More Race Responses,0400000US29,12,14575,1859,8450,1126,14400,1853,8305,1119
Missouri,Hispanic or Latino,0400000US29,13,262675,284,166900,375,219950,1977,127555,1882
Montana,Total,0400000US30,1,1061705,0,833115,308,1051805,781,823795,805
Montana,Not Hispanic or Latino,0400000US30,2,1020205,189,805995,236,1012385,693,798465,683
Montana,American Indian or Alaska Native Alone,0400000US30,3,62735,1115,40935,820,62710,1115,40920,817
Montana,Asian Alone,0400000US30,4,8565,510,7345,457,6180,497,5075,465
Montana,Black or African American Alone,0400000US30,5,5050,369,3900,301,4635,379,3495,307
Montana,Native Hawaiian or Other Pacific Islander Alone,0400000US30,6,585,163,525,134,500,152,450,121
Montana,White Alone,0400000US30,7,913335,76,734825,76,908670,477,730280,480
Montana,American Indian or Alaska Native and White,0400000US30,8,17970,1095,12625,827,17950,1097,12605,829
Montana,Asian and White,0400000US30,9,4890,451,2460,410,4725,436,2315,388
Montana,Black or African American and White,0400000US30,10,3780,381,1620,274,3775,379,1615,276
Montana,American Indian or Alaska Native and Black or African American,0400000US30,11,660,234,280,136,655,234,280,136
Montana,Remainder of Two or More Race Responses,0400000US30,12,2630,380,1485,268,2580,362,1435,254
Montana,Hispanic or Latino,0400000US30,13,41500,189,27120,297,39420,414,25335,385
Nebraska,Total,0400000US31,1,1923825,0,1448725,390,1837325,2609,1373560,2141
Nebraska,Not Hispanic or Latino,0400000US31,2,1708875,100,1319195,384,1672325,1791,1288470,1553
Nebraska,American Indian or Alaska Native Alone,0400000US31,3,13400,599,8835,419,13390,600,8825,420
Nebraska,Asian Alone,0400000US31,4,47050,905,35560,611,27610,1057,19310,841
Nebraska,Black or African American Alone,0400000US31,5,90055,1465,63220,924,81540,1327,56180,956
Nebraska,Native Hawaiian or Other Pacific Islander Alone,0400000US31,6,1050,192,930,167,985,186,860,166
Nebraska,White Alone,0400000US31,7,1512110,54,1188210,44,1504780,865,1181765,818
Nebraska,American Indian or Alaska Native and White,0400000US31,8,9795,548,6800,376,9775,550,6780,378
Nebraska,Asian and White,0400000US31,9,10260,719,5375,512,9455,771,4775,495
Nebraska,Black or African American and White,0400000US31,10,17910,1323,6170,693,17810,1318,6070,688
Nebraska,American Indian or Alaska Native and Black or African American,0400000US31,11,1525,392,1045,251,1525,392,1045,251
Nebraska,Remainder of Two or More Race Responses,0400000US31,12,5710,772,3050,416,5460,672,2855,371
Nebraska,Hispanic or Latino,0400000US31,13,214950,102,129530,127,165000,2090,85090,1705
Nevada,Total,0400000US32,1,3030280,0,2342770,367,2740600,4890,2071270,4616
Nevada,Not Hispanic or Latino,0400000US32,2,2154485,0,1748340,369,2062010,2923,1663205,2699
Nevada,American Indian or Alaska Native Alone,0400000US32,3,26210,754,20505,657,26105,751,20410,656
Nevada,Asian Alone,0400000US32,4,249035,2254,208785,1453,197935,2667,161505,2244
Nevada,Black or African American Alone,0400000US32,5,274375,2757,204980,1425,265155,2941,197100,1622
Nevada,Native Hawaiian or Other Pacific Islander Alone,0400000US32,6,19600,627,14735,423,18440,673,13660,501
Nevada,White Alone,0400000US32,7,1476125,13,1237725,12,1447595,1708,1210875,1685
Nevada,American Indian or Alaska Native and White,0400000US32,8,12790,764,10110,664,12740,755,10060,648
Nevada,Asian and White,0400000US32,9,36220,2102,19665,1344,34705,2075,18445,1294
Nevada,Black or African American and White,0400000US32,10,28825,2037,12685,979,28620,2033,12475,979
Nevada,American Indian or Alaska Native and Black or African American,0400000US32,11,3020,583,2575,492,3010,580,2565,491
Nevada,Remainder of Two or More Race Responses,0400000US32,12,28270,1879,16580,1162,27700,1847,16110,1155
Nevada,Hispanic or Latino,0400000US32,13,875800,0,594430,0,678590,3527,408070,3308
New Hampshire,Total,0400000US33,1,1355245,0,1097515,248,1319645,1739,1065300,1535
New Hampshire,Not Hispanic or Latino,0400000US33,2,1302450,0,1061455,190,1273980,1548,1035785,1319
New Hampshire,American Indian or Alaska Native Alone,0400000US33,3,1895,346,1605,319,1840,345,1570,323
New Hampshire,Asian Alone,0400000US33,4,36600,888,29365,674,23970,920,18175,758
New Hampshire,Black or African American Alone,0400000US33,5,18755,729,14115,562,15800,779,11615,611
New Hampshire,Native Hawaiian or Other Pacific Islander Alone,0400000US33,6,320,132,260,99,315,130,255,99
New Hampshire,White Alone,0400000US33,7,1219045,71,1001020,124,1206665,1149,989525,992
New Hampshire,American Indian or Alaska Native and White,0400000US33,8,7080,360,5825,317,7080,360,5825,317
New Hampshire,Asian and White,0400000US33,9,9340,904,4635,719,9025,870,4315,683
New Hampshire,Black or African American and White,0400000US33,10,7030,703,3120,452,6975,693,3060,438
New Hampshire,American Indian or Alaska Native and Black or African American,0400000US33,11,215,96,210,96,215,96,210,96
New Hampshire,Remainder of Two or More Race Responses,0400000US33,12,2170,388,1310,259,2095,383,1235,257
New Hampshire,Hispanic or Latino,0400000US33,13,52790,0,36055,126,45665,886,29515,794
New Jersey,Total,0400000US34,1,8885420,0,6931965,290,8026310,10553,6156380,10004
New Jersey,Not Hispanic or Latino,0400000US34,2,7070340,0,5637550,283,6605775,6494,5220125,5827
New Jersey,American Indian or Alaska Native Alone,0400000US34,3,10395,718,7615,540,10140,705,7385,543
New Jersey,Asian Alone,0400000US34,4,863220,2393,672355,1570,613070,5386,448505,4416
New Jersey,Black or African American Alone,0400000US34,5,1139965,2988,881705,2153,1062330,4688,813180,3602
New Jersey,Native Hawaiian or Other Pacific Islander Alone,0400000US34,6,2460,286,1910,227,2185,275,1680,205
New Jersey,White Alone,0400000US34,7,4896660,30,3989980,30,4764650,3994,3868890,3601
New Jersey,American Indian or Alaska Native and White,0400000US34,8,13955,702,10870,560,13870,709,10790,567
New Jersey,Asian and White,0400000US34,9,54640,2281,23835,1408,52200,2223,21990,1365
New Jersey,Black or African American and White,0400000US34,10,60130,2862,29210,1892,59330,2871,28490,1898
New Jersey,American Indian or Alaska Native and Black or African American,0400000US34,11,5990,775,5095,683,5935,776,5040,685
New Jersey,Remainder of Two or More Race Responses,0400000US34,12,22925,1494,14980,1086,22065,1493,14175,1090
New Jersey,Hispanic or Latino,0400000US34,13,1815080,0,1294415,0,1420535,7259,936255,6599
New Mexico,Total,0400000US35,1,2097020,0,1613565,417,1986860,3623,1511405,3183
New Mexico,Not Hispanic or Latino,0400000US35,2,1065235,0,877605,416,1043340,1710,858485,1490
New Mexico,American Indian or Alaska Native Alone,0400000US35,3,180705,1533,133650,981,180685,1541,133630,989
New Mexico,Asian Alone,0400000US35,4,31705,852,25670,654,21565,1056,16780,810
New Mexico,Black or African American Alone,0400000US35,5,38735,954,31045,615,35695,1074,28825,743
New Mexico,Native Hawaiian or Other Pacific Islander Alone,0400000US35,6,1510,320,1185,313,1425,315,1115,302
New Mexico,White Alone,0400000US35,7,776985,2,664340,9,768910,1074,656865,1003
New Mexico,American Indian or Alaska Native and White,0400000US35,8,13970,1405,9675,831,13965,1405,9670,832
New Mexico,Asian and White,0400000US35,9,8480,810,5385,703,8145,787,5050,681
New Mexico,Black or African American and White,0400000US35,10,7890,948,3605,560,7860,950,3575,556
New Mexico,American Indian or Alaska Native and Black or African American,0400000US35,11,1700,379,790,217,1700,379,790,217
New Mexico,Remainder of Two or More Race Responses,0400000US35,12,3560,640,2265,459,3385,655,2180,455
New Mexico,Hispanic or Latino,0400000US35,13,1031790,0,735965,0,943520,3280,652920,2933
New York,Total,0400000US36,1,19514850,0,15443705,333,17694150,15571,13764740,13739
New York,Not Hispanic or Latino,0400000US36,2,15794140,0,12716905,320,14705540,9138,11713660,8201
New York,American Indian or Alaska Native Alone,0400000US36,3,45210,1569,35050,1159,43450,1623,33430,1250
New York,Asian Alone,0400000US36,4,1697040,4378,1365815,3295,1208205,6532,914295,5689
New York,Black or African American Alone,0400000US36,5,2800400,5855,2199690,3381,2550225,6841,1971610,4999
New York,Native Hawaiian or Other Pacific Islander Alone,0400000US36,6,8970,575,7295,484,7505,528,5945,441
New York,White Alone,0400000US36,7,10844160,29,8882515,29,10524790,5528,8584125,4936
New York,American Indian or Alaska Native and White,0400000US36,8,43855,1548,32945,1149,43490,1575,32585,1157
New York,Asian and White,0400000US36,9,129985,4092,66900,2939,112820,3454,53650,2553
New York,Black or African American and White,0400000US36,10,147790,5386,71985,2953,143890,5309,68540,2981
New York,American Indian or Alaska Native and Black or African American,0400000US36,11,14845,1248,12425,1013,14585,1256,12200,1020
New York,Remainder of Two or More Race Responses,0400000US36,12,61880,3127,42280,2268,56575,2870,37285,2008
New York,Hispanic or Latino,0400000US36,13,3720705,0,2726800,91,2988610,10499,2051080,9416
North Carolina,Total,0400000US37,1,10386225,0,8084630,483,9891525,7679,7636495,6801
North Carolina,Not Hispanic or Latino,0400000US37,2,9395175,54,7473940,429,9191630,4683,7294085,4392
North Carolina,American Indian or Alaska Native Alone,0400000US37,3,108720,1350,83415,966,108545,1356,83260,976
North Carolina,Asian Alone,0400000US37,4,310045,2082,236320,1436,206970,3207,145830,2536
North Carolina,Black or African American Alone,0400000US37,5,2194250,4752,1685230,2534,2158125,5643,1654355,3372
North Carolina,Native Hawaiian or Other Pacific Islander Alone,0400000US37,6,6275,615,4850,500,5655,590,4285,492
North Carolina,White Alone,0400000US37,7,6533690,3,5338695,2,6474170,2900,5284240,2629
North Carolina,American Indian or Alaska Native and White,0400000US37,8,42975,1276,32465,946,42900,1282,32395,949
North Carolina,Asian and White,0400000US37,9,44350,2105,21475,1365,42065,1941,19720,1225
North Carolina,Black or African American and White,0400000US37,10,101405,3915,37805,1859,101125,3898,37525,1833
North Carolina,American Indian or Alaska Native and Black or African American,0400000US37,11,18745,1865,13360,1218,18685,1854,13300,1206
North Carolina,Remainder of Two or More Race Responses,0400000US37,12,34715,2229,20330,1379,33390,2152,19175,1294
North Carolina,Hispanic or Latino,0400000US37,13,991050,54,610690,198,699890,4998,342410,4307
North Dakota,Total,0400000US38,1,760395,0,582365,261,741005,1297,564940,1148
North Dakota,Not Hispanic or Latino,0400000US38,2,730070,127,563575,196,713230,1229,548580,1082
North Dakota,American Indian or Alaska Native Alone,0400000US38,3,37220,696,24170,482,37160,696,24110,478
North Dakota,Asian Alone,0400000US38,4,11705,600,9385,395,5415,662,3880,487
North Dakota,Black or African American Alone,0400000US38,5,23485,778,16025,389,17375,819,10765,586
North Dakota,Native Hawaiian or Other Pacific Islander Alone,0400000US38,6,985,476,735,303,940,492,690,313
North Dakota,White Alone,0400000US38,7,639355,20,504260,24,635400,588,500465,564
North Dakota,American Indian or Alaska Native and White,0400000US38,8,9010,577,5305,441,9010,577,5300,445
North Dakota,Asian and White,0400000US38,9,3690,517,1795,369,3475,482,1580,323
North Dakota,Black or African American and White,0400000US38,10,2775,572,1020,274,2720,570,970,267
North Dakota,American Indian or Alaska Native and Black or African American,0400000US38,11,245,135,110,105,245,135,110,105
North Dakota,Remainder of Two or More Race Responses,0400000US38,12,1605,432,765,254,1500,413,710,244
North Dakota,Hispanic or Latino,0400000US38,13,30325,128,18790,200,27775,491,16360,480
Ohio,Total,0400000US39,1,11675275,0,9081285,550,11419960,6074,8855290,4792
Ohio,Not Hispanic or Latino,0400000US39,2,11215335,252,8787060,528,11020375,5219,8615235,4272
Ohio,American Indian or Alaska Native Alone,0400000US39,3,15260,926,12615,742,15155,914,12515,729
Ohio,Asian Alone,0400000US39,4,270140,2350,210430,1779,168435,2708,119785,2219
Ohio,Black or African American Alone,0400000US39,5,1432310,5408,1060475,3267,1397005,5831,1030880,3567
Ohio,Native Hawaiian or Other Pacific Islander Alone,0400000US39,6,3450,522,2560,348,2980,514,2155,339
Ohio,White Alone,0400000US39,7,9182215,226,7342345,220,9129370,2595,7294800,2339
Ohio,American Indian or Alaska Native and White,0400000US39,8,46880,933,37115,818,46865,932,37100,816
Ohio,Asian and White,0400000US39,9,54220,2364,27760,1595,50555,2285,24960,1497
Ohio,Black or African American and White,0400000US39,10,171330,5076,67220,2850,170810,5070,66810,2837
Ohio,American Indian or Alaska Native and Black or African American,0400000US39,11,10310,1212,8115,824,10300,1211,8115,823
Ohio,Remainder of Two or More Race Responses,0400000US39,12,29225,1725,18425,1376,28905,1713,18125,1364
Ohio,Hispanic or Latino,0400000US39,13,459940,251,294225,256,399585,2461,240055,1945
Oklahoma,Total,0400000US40,1,3949340,0,2992970,492,3800825,3544,2855800,3213
Oklahoma,Not Hispanic or Latino,0400000US40,2,3517875,0,2731310,486,3465890,2185,2684445,2028
Oklahoma,American Indian or Alaska Native Alone,0400000US40,3,289490,2517,207360,1677,289275,2486,207150,1648
Oklahoma,Asian Alone,0400000US40,4,86660,1302,67340,857,60480,1418,44275,1035
Oklahoma,Black or African American Alone,0400000US40,5,283495,2019,210890,1588,277645,2118,205545,1625
Oklahoma,Native Hawaiian or Other Pacific Islander Alone,0400000US40,6,5865,326,4435,399,3065,768,2010,513
Oklahoma,White Alone,0400000US40,7,2573435,51,2073310,36,2557890,1510,2058730,1429
Oklahoma,American Indian or Alaska Native and White,0400000US40,8,185185,2452,122320,1719,185095,2452,122250,1722
Oklahoma,Asian and White,0400000US40,9,18580,1277,10375,878,17655,1240,9555,885
Oklahoma,Black or African American and White,0400000US40,10,39540,1626,14730,969,39310,1615,14520,956
Oklahoma,American Indian or Alaska Native and Black or African American,0400000US40,11,16450,1258,10705,809,16440,1255,10690,805
Oklahoma,Remainder of Two or More Race Responses,0400000US40,12,19175,1209,9845,825,19045,1198,9720,815
Oklahoma,Hispanic or Latino,0400000US40,13,431465,0,261660,122,334935,2433,171355,2235
Oregon,Total,0400000US41,1,4176345,0,3309270,266,3958865,5586,3108030,4639
Oregon,Not Hispanic or Latino,0400000US41,2,3624065,0,2950585,249,3523210,3561,2859445,2840
Oregon,American Indian or Alaska Native Alone,0400000US41,3,36105,1137,28205,872,35990,1138,28085,864
Oregon,Asian Alone,0400000US41,4,186605,2173,152730,1573,135225,2567,105735,2017
Oregon,Black or African American Alone,0400000US41,5,76805,1643,57850,961,70560,1736,52750,1140
Oregon,Native Hawaiian or Other Pacific Islander Alone,0400000US41,6,15900,755,11930,475,12530,815,8820,616
Oregon,White Alone,0400000US41,7,3150125,6,2600225,30,3112620,2254,2566365,1776
Oregon,American Indian or Alaska Native and White,0400000US41,8,54500,1100,42300,839,54270,1121,42070,841
Oregon,Asian and White,0400000US41,9,49025,2009,26490,1354,48060,1946,25680,1286
Oregon,Black or African American and White,0400000US41,10,29910,1386,14590,897,29330,1377,14135,885
Oregon,American Indian or Alaska Native and Black or African American,0400000US41,11,920,257,790,219,920,257,790,219
Oregon,Remainder of Two or More Race Responses,0400000US41,12,24170,1967,15470,1147,23710,1887,15020,1085
Oregon,Hispanic or Latino,0400000US41,13,552280,0,358685,80,435655,3751,248585,3398
Pennsylvania,Total,0400000US42,1,12794885,0,10145305,272,12384030,7402,9778955,6495
Pennsylvania,Not Hispanic or Latino,0400000US42,2,11823070,109,9506170,267,11535280,5990,9249400,5130
Pennsylvania,American Indian or Alaska Native Alone,0400000US42,3,12675,738,10260,603,12250,701,9860,571
Pennsylvania,Asian Alone,0400000US42,4,450015,2391,353025,1424,307675,3255,224925,2412
Pennsylvania,Black or African American Alone,0400000US42,5,1363585,5221,1028975,3110,1310675,6174,983035,4140
Pennsylvania,Native Hawaiian or Other Pacific Islander Alone,0400000US42,6,3320,408,2720,343,2920,362,2345,306
Pennsylvania,White Alone,0400000US42,7,9735620,336,7979075,284,9650070,3613,7902370,3137
Pennsylvania,American Indian or Alaska Native and White,0400000US42,8,32360,730,25145,578,32295,735,25080,586
Pennsylvania,Asian and White,0400000US42,9,57645,2286,27155,1338,54175,2140,24365,1229
Pennsylvania,Black or African American and White,0400000US42,10,127430,4557,52920,2411,126620,4520,52155,2369
Pennsylvania,American Indian or Alaska Native and Black or African American,0400000US42,11,10040,1289,7810,880,9990,1293,7755,885
Pennsylvania,Remainder of Two or More Race Responses,0400000US42,12,30380,2455,19085,1690,28615,2371,17510,1566
Pennsylvania,Hispanic or Latino,0400000US42,13,971815,108,639135,166,848750,4110,529560,3658
Rhode Island,Total,0400000US44,1,1057800,0,852355,62,993515,2521,795020,2322
Rhode Island,Not Hispanic or Latino,0400000US44,2,889790,0,738025,61,856975,2010,708285,1748
Rhode Island,American Indian or Alaska Native Alone,0400000US44,3,3230,470,2645,371,3220,469,2635,368
Rhode Island,Asian Alone,0400000US44,4,36640,620,29150,460,24950,1008,18945,834
Rhode Island,Black or African American Alone,0400000US44,5,62950,1469,47925,911,55365,1621,41110,1109
Rhode Island,Native Hawaiian or Other Pacific Islander Alone,0400000US44,6,765,172,585,154,695,188,515,161
Rhode Island,White Alone,0400000US44,7,761825,32,643630,32,749125,1298,631615,1201
Rhode Island,American Indian or Alaska Native and White,0400000US44,8,4095,467,3040,379,4085,469,3035,378
Rhode Island,Asian and White,0400000US44,9,6010,570,3290,423,5765,544,3145,404
Rhode Island,Black or African American and White,0400000US44,10,10255,1161,4820,709,9865,1068,4430,667
Rhode Island,American Indian or Alaska Native and Black or African American,0400000US44,11,1410,444,1230,383,1400,434,1220,374
Rhode Island,Remainder of Two or More Race Responses,0400000US44,12,2615,495,1715,377,2500,496,1640,381
Rhode Island,Hispanic or Latino,0400000US44,13,168005,0,114330,0,136540,1770,86735,1693
South Carolina,Total,0400000US45,1,5091515,0,3982910,437,4942660,4107,3849680,3486
South Carolina,Not Hispanic or Latino,0400000US45,2,4794620,80,3792630,312,4731750,2824,3737010,2362
South Carolina,American Indian or Alaska Native Alone,0400000US45,3,14185,697,11865,575,14170,695,11845,573
South Carolina,Asian Alone,0400000US45,4,84640,1355,66435,959,58545,1711,43285,1407
South Carolina,Black or African American Alone,0400000US45,5,1342295,3529,1021195,2079,1334400,3720,1014650,2368
South Carolina,Native Hawaiian or Other Pacific Islander Alone,0400000US45,6,3385,665,2245,406,2875,634,1790,393
South Carolina,White Alone,0400000US45,7,3243120,31,2637830,31,3215945,1848,2613365,1588
South Carolina,American Indian or Alaska Native and White,0400000US45,8,19300,731,15250,627,19295,730,15245,626
South Carolina,Asian and White,0400000US45,9,17905,1282,9955,861,17025,1279,9250,800
South Carolina,Black or African American and White,0400000US45,10,53510,3031,17300,1708,53395,3023,17185,1699
South Carolina,American Indian or Alaska Native and Black or African American,0400000US45,11,4690,939,3445,596,4685,937,3440,595
South Carolina,Remainder of Two or More Race Responses,0400000US45,12,11595,1397,7110,889,11415,1397,6960,880
South Carolina,Hispanic or Latino,0400000US45,13,296895,79,190285,339,210910,2773,112670,2276
South Dakota,Total,0400000US46,1,879335,0,663590,375,857610,1558,644865,1236
South Dakota,Not Hispanic or Latino,0400000US46,2,843250,187,642185,354,828000,1360,629180,1022
South Dakota,American Indian or Alaska Native Alone,0400000US46,3,72180,1045,44535,669,71915,1044,44275,688
South Dakota,Asian Alone,0400000US46,4,12065,664,8985,499,6720,728,4515,503
South Dakota,Black or African American Alone,0400000US46,5,18480,764,12340,420,12870,975,7720,558
South Dakota,Native Hawaiian or Other Pacific Islander Alone,0400000US46,6,530,253,400,185,335,154,260,120
South Dakota,White Alone,0400000US46,7,717925,31,564265,82,714490,836,561145,731
South Dakota,American Indian or Alaska Native and White,0400000US46,8,12170,815,7770,599,12160,815,7760,601
South Dakota,Asian and White,0400000US46,9,2555,505,1195,289,2395,476,1035,248
South Dakota,Black or African American and White,0400000US46,10,4260,560,1440,252,4175,559,1365,240
South Dakota,American Indian or Alaska Native and Black or African American,0400000US46,11,865,341,260,111,865,341,260,111
South Dakota,Remainder of Two or More Race Responses,0400000US46,12,2220,551,1000,251,2070,488,850,203
South Dakota,Hispanic or Latino,0400000US46,13,36090,184,21405,263,29615,666,15690,628
Tennessee,Total,0400000US47,1,6772270,0,5264380,526,6565445,4826,5082240,4061
Tennessee,Not Hispanic or Latino,0400000US47,2,6395105,160,5035195,467,6301070,3563,4953485,2862
Tennessee,American Indian or Alaska Native Alone,0400000US47,3,13955,974,12345,855,13885,970,12275,853
Tennessee,Asian Alone,0400000US47,4,123110,1732,94965,1260,80645,1850,57630,1559
Tennessee,Black or African American Alone,0400000US47,5,1124370,2631,839135,1837,1109345,3440,826485,2400
Tennessee,Native Hawaiian or Other Pacific Islander Alone,0400000US47,6,3460,506,2685,370,3000,394,2225,275
Tennessee,White Alone,0400000US47,7,4993145,431,4011750,379,4958830,2578,3982025,2102
Tennessee,American Indian or Alaska Native and White,0400000US47,8,33155,1130,26565,925,33150,1132,26560,927
Tennessee,Asian and White,0400000US47,9,23480,1554,12860,1156,22355,1553,11820,1141
Tennessee,Black or African American and White,0400000US47,10,63905,2608,23830,1567,63690,2591,23640,1556
Tennessee,American Indian or Alaska Native and Black or African American,0400000US47,11,4270,921,3590,709,4270,921,3590,709
Tennessee,Remainder of Two or More Race Responses,0400000US47,12,12260,1257,7475,817,11900,1199,7235,808
Tennessee,Hispanic or Latino,0400000US47,13,377160,161,229185,263,264375,2805,128755,2287
Texas,Total,0400000US48,1,28635440,0,21253960,891,25700075,25473,18578830,22435
Texas,Not Hispanic or Latino,0400000US48,2,17341185,335,13587635,862,16555825,10981,12907195,9130
Texas,American Indian or Alaska Native Alone,0400000US48,3,65635,1949,51915,1532,65035,1911,51360,1512
Texas,Asian Alone,0400000US48,4,1408105,5425,1083265,3460,978555,7694,703155,6272
Texas,Black or African American Alone,0400000US48,5,3386065,7977,2532470,4273,3250125,8824,2420695,5832
Texas,Native Hawaiian or Other Pacific Islander Alone,0400000US48,6,21830,891,16935,694,18585,918,14105,679
Texas,White Alone,0400000US48,7,11918595,802,9600945,742,11719465,6226,9429005,5053
Texas,American Indian or Alaska Native and White,0400000US48,8,113180,1870,91155,1550,112955,1866,90930,1555
Texas,Asian and White,0400000US48,9,142580,4878,74765,2972,131090,4827,66285,2802
Texas,Black or African American and White,0400000US48,10,194905,6840,78905,3427,193260,6842,77470,3413
Texas,American Indian or Alaska Native and Black or African American,0400000US48,11,18735,1561,14220,1121,18685,1561,14175,1124
Texas,Remainder of Two or More Race Responses,0400000US48,12,71560,3643,43065,2262,68070,3589,40005,2145
Texas,Hispanic or Latino,0400000US48,13,11294255,336,7666325,319,9144250,22586,5671640,19826
Utah,Total,0400000US49,1,3151240,0,2223670,351,2996405,4067,2082895,3584
Utah,Not Hispanic or Latino,0400000US49,2,2705170,0,1941730,329,2649885,2331,1893460,1924
Utah,American Indian or Alaska Native Alone,0400000US49,3,28130,1039,20490,745,27965,1042,20325,746
Utah,Asian Alone,0400000US49,4,72845,1601,59200,1094,47965,1691,37355,1416
Utah,Black or African American Alone,0400000US49,5,35235,1192,23320,606,30065,1397,19330,752
Utah,Native Hawaiian or Other Pacific Islander Alone,0400000US49,6,28970,996,19915,586,24990,1254,16420,766
Utah,White Alone,0400000US49,7,2465835,60,1780435,27,2446010,1451,1762630,1222
Utah,American Indian or Alaska Native and White,0400000US49,8,13340,1035,9150,726,13325,1037,9130,730
Utah,Asian and White,0400000US49,9,27385,1373,13700,991,26765,1332,13225,956
Utah,Black or African American and White,0400000US49,10,13345,1092,6035,537,13130,1077,5875,516
Utah,American Indian or Alaska Native and Black or African American,0400000US49,11,640,321,315,186,595,309,275,166
Utah,Remainder of Two or More Race Responses,0400000US49,12,19450,1366,9165,807,19080,1364,8895,782
Utah,Hispanic or Latino,0400000US49,13,446065,0,281940,116,346520,2733,189435,2566
Vermont,Total,0400000US50,1,624340,0,508710,183,611675,871,497390,793
Vermont,Not Hispanic or Latino,0400000US50,2,611820,0,499405,157,600370,795,489265,710
Vermont,American Indian or Alaska Native Alone,0400000US50,3,1540,265,1395,243,1515,264,1375,246
Vermont,Asian Alone,0400000US50,4,10170,683,8105,530,6225,626,4700,486
Vermont,Black or African American Alone,0400000US50,5,7800,460,5645,283,6180,514,4445,396
